5.000000 0.002504 -0.064209 0.00000000230
4.900000 0.000600 -0.093018 0.00000000238
4.800000 0.002499 -0.096924 0.00000000248
4.700000 0.001602 -0.106689 0.00000000258
4.600000 0.001172 -0.089111 0.00000000271
4.500000 0.002395 -0.090576 0.00000000283
4.400000 0.002287 -0.112549 0.00000000294
4.300000 -0.000915 -0.095947 0.00000000309
4.200000 -0.003625 -0.130127 0.00000000322
4.100000 -0.003532 -0.150635 0.00000000336
4.000000 0.003668 -0.153076 0.00000000352
3.900000 -0.002473 -0.152100 0.00000000371
3.800000 0.001693 -0.140381 0.00000000392
3.700000 -0.000130 -0.187256 0.00000000407
3.600000 -0.007971 -0.156982 0.00000000434
3.500000 -0.001033 -0.179443 0.00000000456
3.400000 -0.010878 -0.198486 0.00000000479
3.300000 0.001171 -0.199463 0.00000000509
3.200000 0.002337 -0.211182 0.00000000538
3.100000 -0.008548 -0.208252 0.00000000574
3.000000 0.001089 -0.234131 0.00000000605
2.900000 0.011245 -0.272705 0.00000000634
2.800000 0.013859 -0.308350 0.00000000664
2.700000 -0.018098 -0.336670 0.00000000700
2.600000 0.043589 -0.407471 0.00000000708
2.500000 0.033039 -0.398193 0.00000000773
2.400000 -0.025375 -0.462646 0.00000000781
2.300000 0.020521 -0.581299 0.00000000711
2.200000 -0.487052 -0.656982 0.00000000662
2.100000 -0.812237 -0.786865 0.00000000473
2.000000 -0.852479 -0.812256 0.00000000461
1.900000 -0.914998 -0.863037 0.00000000370
1.800000 -0.939014 -0.880127 0.00000000358
1.700000 -0.959991 -0.903076 0.00000000316
1.600000 -0.971763 -0.923584 0.00000000270
1.500000 -0.981702 -0.948975 0.00000000181
1.400000 -0.988269 -0.951416 0.00000000194
1.300000 -0.992364 -0.960205 0.00000000166
1.200000 -0.995750 -0.963135 0.00000000171
1.100000 -0.997505 -0.967041 0.00000000167
1.000000 -0.998800 -0.967529 0.00000000196
0.900000 -0.999465 -0.968994 0.00000000100
0.800000 -0.999810 -0.968994 0.00000000100
0.700000 -0.999949 -0.968018 0.00000000100
0.600000 -0.999985 -0.968994 0.00000000100
0.500000 -0.999998 -0.968994 0.00000000100
0.400000 -1.000000 -0.968994 0.00000000100
0.300000 -1.000000 -0.968994 0.00000000100
0.200000 -1.000000 -0.968994 0.00000000100
0.100000 -1.000000 -0.968994 0.00000000100
