317298.645   3
140077.358   3.07
128035.765   3.14
141066.902   3.21
121233.148   3.28
128696.211   3.35
122802.405   3.42
123927.332   3.49
109933.873   3.56
116391.292   3.63
121787.937   3.7
122719.515   3.77
122508.265   3.84
112639.519   3.91
109915.128   3.98
107896.455   4.05
107201.884   4.12
109396.209   4.19
109850.689   4.26
111659.823   4.33
105833.053   4.4
108084.458   4.47
102695.036   4.54
100531.145   4.61
104935.364   4.68
103859.819   4.75
100949.278   4.82
102277.859   4.89
91666.459   4.96
91544.6246   5.03
96462.2367   5.1
94271.3155   5.17
93411.1949   5.24
90299.613   5.31
97311.0919   5.38
90010.6013   5.45
99486.2744   5.52
87148.8838   5.59
89909.6325   5.66
84802.6395   5.73
89351.539   5.8
84806.8599   5.87
84740.7981   5.94
81544.3802   6.01
88556.9254   6.08
86168.3169   6.15
79923.5706   6.22
82535.0134   6.29
79979.4665   6.36
78765.6655   6.43
82748.3615   6.5
83101.5798   6.57
84629.6509   6.64
79902.8644   6.71
80182.2996   6.78
81857.9526   6.85
77793.3444   6.92
75930.5449   6.99
76341.5741   7.06
77291.048   7.13
73472.4785   7.2
76285.1442   7.27
74627.2157   7.34
75785.8212   7.41
72722.6089   7.48
75760.0364   7.55
73503.3302   7.62
76039.1478   7.69
76265.2173   7.76
73736.1951   7.83
71072.4331   7.9
72787.1768   7.97
68877.8456   8.04
70812.6875   8.11
68161.3624   8.18
65406.9613   8.25
76660.9523   8.32
65281.6234   8.39
68018.5565   8.46
67001.4018   8.53
65625.2258   8.6
68138.8894   8.67
65125.2645   8.74
66398.6921   8.81
63162.7092   8.88
67764.0185   8.95
69510.4101   9.02
63707.0572   9.09
66747.0475   9.16
67651.8708   9.23
63967.7559   9.3
64240.5025   9.37
66564.5806   9.44
64476.2267   9.51
63211.759   9.58
63793.6257   9.65
63258.1406   9.72
65807.0867   9.79
63061.4306   9.86
62449.9365   9.93
