805298.645   0
172695.624   100000
147656.216   200000
148873.462   300000
137127.687   400000
130929.846   500000
134629.49   600000
136239.23   700000
136735.699   800000
131098.846   900000
129921.691   1000000
144864.395   1100000
133907.243   1200000
125863.622   1300000
130398.555   1400000
131772.579   1500000
119707.088   1600000
125363.111   1700000
123117.576   1800000
125893.992   1900000
120390.357   2000000
127681.868   2100000
114716.127   2200000
118719.758   2300000
116382.36   2400000
121270.017   2500000
118620.675   2600000
116068.53   2700000
117914.468   2800000
119745.215   2900000
119725.939   3000000
120037.814   3100000
117164.75   3200000
119920.864   3300000
118253.621   3400000
120704.558   3500000
118572.679   3600000
113754.032   3700000
116527.698   3800000
118013.379   3900000
119170.362   4000000
115245.738   4100000
120547.503   4200000
113556.523   4300000
119162.494   4400000
118817.687   4500000
120125.378   4600000
117967.652   4700000
121975.43   4800000
126327.716   4900000
115302.929   5000000
114663.59   5100000
122358.905   5200000
124964.509   5300000
117199.858   5400000
119687.215   5500000
119978.202   5600000
120260.515   5700000
119581.739   5800000
120055.238   5900000
123473.052   6000000
112275.984   6100000
119417.436   6200000
120623.124   6300000
112816.74   6400000
121738.564   6500000
113954.65   6600000
119773.272   6700000
117991.966   6800000
122641.301   6900000
123855.506   7000000
114298.117   7100000
118293.981   7200000
115873.162   7300000
114344.724   7400000
116823.043   7500000
116303.371   7600000
119203.504   7700000
123239.755   7800000
118135.745   7900000
117298.127   8000000
119571.931   8100000
116594.702   8200000
125479.595   8300000
128765.694   8400000
113516.298   8500000
123726.608   8600000
119690.724   8700000
117205.887   8800000
125343.436   8900000
118038.121   9000000
123852.149   9100000
119417.443   9200000
114214.968   9300000
118460.036   9400000
115065.05   9500000
113523.112   9600000
114250.617   9700000
116215.308   9800000
114176.751   9900000
119596.486   10000000
112803.374   10100000
120494.29   10200000
116031.822   10300000
112890.479   10400000
120095.862   10500000
116024.801   10600000
114628.645   10700000
118280.644   10800000
128663.132   10900000
119296.791   11000000
113535.086   11100000
113388.46   11200000
113700.894   11300000
116532.424   11400000
122342.509   11500000
118395.834   11600000
118708.719   11700000
114798.239   11800000
116521.523   11900000
114778.625   12000000
116550.62   12100000
119430.55   12200000
114396.578   12300000
109845.899   12400000
116002.388   12500000
117152.143   12600000
119396.296   12700000
