2.9566	49.8966
5.7333	49.7667
14.9167	46.9667
17.8	48.9
17.7333	48.3167
19.0586	45.2361
20.2164	45.9025
25.0833	44.8833
26.1667	43.8667
26.8	43.9667
27.4833	43.6
26.2281	44.1862
21.8536	45.8125
23.2	46.2333
23.6333	46.15
25.8411	47.3849
27.0167	47.7667
26.1833	45.85
21.3167	46.15
20.4878	44.7858
17.6231	45.2789
13.6333	48.5833
10.9	54.2667
8.1833	53.1333
10.85	52.6833
4.6	50.8167
4.0385	51.6503
2.6363	50.3736
3.2743	48.365
5.9154	49.4336
7.4388	48.7182
3.9711	47.4164
4.6447	45.878
5.8833	50.5333
7.7333	51.0667
5.35	51.1
6.5206	46.5466
5.4221	45.3979
5.7265	45.1129
0.384	47.683
5.6833	50.5667
4.6113	51.6401
5.9	51.05
3.6833	50.7333
6.7114	52.5706
2.4286	50.2952
2.95	50.75
4.8	51.1333
4.8167	51.0333
5.4436	50.6022
2.2177	50.9965
2.8774	49.4378
7.4	44.2333
9.4453	45.358
10.5	43.8
15.1667	45.7333
14.0167	48.2
14.5393	50.0489
21.95	49.25
19.0022	46.64
11.5855	44.3985
8.9766	39.4928
14.366	40.8786
15.3167	40.15
16.8608	39.1328
15.9315	38.6758
12.7882	38.0242
10.5372	35.8728
8.7842	34.425
8.7842	34.425
15.0669	40.5016
16.3667	39.0667
15.1333	37.6833
12.9689	37.6041
15.45	40.0833
14.3652	41.121
13.3167	41.7747
7.4484	43.8785
6.235	43.1371
-0.2864	44.818
9.15	45.65
8.0167	47.75
11.25	46.9167
10.6667	47.0833
10.7333	47.0667
8.6188	47.4183
4.625	45.9873
7.3	46.7167
3.9434	47.9112
6.8333	46.15
5.1869	45.9406
4.4818	46.3065
9.0944	45.331
9.5549	45.5422
8.6498	45.9952
7.1454	47.5937
12.8167	47.3167
14.3772	46.783
15.95	47.8333
7.6701	47.1441
7.7089	46.321
6.0103	46.1442
9.1667	45.5333
16.493	49.3566
15.45	48.8
14.0726	50.4097
15.8833	48.1833
15.9	48.5667
17.9387	48.3084
10.35	49.5833
11.5833	48.4667
8.7111	47.3056
10.6833	47.5333
11.3667	47.1667
8.1667	45.6167
