-152.13	69.37
-149.48	68.48
-150.65	66.82
-149.88	70.5
-143.63	70.13
-148.47	70.2
-153.23	70.92
-156.78	71.3
-159.85	70.62
-162.92	69.82
-171.73	63.77
-168.08	66.03
-165.43	64.5
-166.87	65.25
-166.03	66.27
-162.63	66.87
-157.85	67.1
-160.8	63.88
-155.62	62.97
-147.3	61.9
-145.5	63.03
-145.45	62.15
-148.72	60.78
-152.27	63.9
-149.83	65.93
-147.08	60.38
-149.08	61.6
-143.92	62.73
-149.08	64.55
-147.87	64.82
-142.92	61.43
-150.05	61.75
-149.85	61.22
-151.5	59.63
-152.5	57.75
-154.2	56.88
-156.65	58.68
-158.62	56.95
-161.8	60.78
-159.53	61.58
-166.27	60.37
-163.3	62.07
-151.25	60.57
-146.67	62.03
-152.08	61.98
-154.3	60.2
-150.65	65
-151.2	61.97
-150.1	62.3
-152.3	60.82
-154.47	62.85
-141.15	64.77
-141.93	62.97
-139.67	59.52
-135.37	59.62
-134.9	58.25
-134.03	57.45
-135.73	58.42
-136.35	58.2
-137.05	58.33
-134.58	58.37
-135.43	59.23
-135.53	59.75
-135.35	57.07
-133.95	56.97
-134.22	56
-131.57	55.03
-134.65	56.25
-134.97	57.83
-132.97	56.82
-135.45	58.1
-133.25	55.8
-132.37	56.48
-131.7	55.35
-121.33	47.28
-119.52	47.32
-119.53	48.42
-122.53	48.8
-122.65	48.35
-122.48	47.15
-119.6	46.57
-117.02	46.38
-113.9	45.18
-112.5	45.95
-110.43	45.7
-112.55	45.25
-112.32	42.17
-112.02	41.18
-112.93	40.2
-112.2	40.17
-111.97	40.78
-112.58	39.33
-119.78	39.5
-112.02	33.43
-112.38	33.53
-110	34.27
-110.88	32.17
-114.62	32.65
-117.97	33.87
-118.33	33.8
-119.12	34.12
-120.4	34.03
-116.95	33.93
-118.73	34.75
-117.68	35.68
-120.65	35.23
-122.25	37.52
-124.1	40.98
-120	38.9
-118.92	37.63
-116.98	32.57
-118.37	34.2
-117.2	32.7
-117.62	33.42
-117.73	33.67
-118.15	35.05
-117.1	35.33
-116.97	32.82
-116.62	35.28
-122.32	37.78
-121.4	38.67
-117.88	34.9
-118.45	34.02
-115.68	32.82
-114.62	34.77
-113.17	33.55
-112.38	33.42
-111.67	35.13
-98.4	34.65
-98.5	33.98
-97.02	34.3
-97.68	30.2
-97.68	31.08
-96.97	32.73
-95.87	28.03
-93.22	30.12
-93.75	28.22
-94.4	28.13
-92.55	31.33
-88.75	32.33
-87.62	34.75
-86.68	36.12
-87.17	37.75
-88.28	40.03
-90.13	46.53
-94.93	47.5
-97.4	47.97
-98.87	48.1
-111.97	41.12
-107.53	40.5
-106.92	39.65
-105.02	40.45
-99.97	37.77
-99.77	36.3
-100.72	37.93
-89	37.75
-89.4	36.02
-85.08	35.95
-87.42	36.62
-89.22	37.07
-87.53	38.05
-86.5	36
-94.72	39.32
-97.43	41.98
-99.27	38.85
-94.55	38.85
-95.67	38.95
-97.38	35.42
-97.1	36.73
-99.27	34.67
-99.2	35.35
-101.7	35.23
-101.71	34.17
-102.42	30.17
-104.02	30.37
-102.05	33.6
-106.95	36.02
-100.97	37.05
-107.7	32.25
-106.77	32.3
-115	33.1
-119.2	34.2
-116.78	34.87
-118.15	33.82
-115.57	32.83
-117.12	32.57
-121.47	36.12
-121.28	35.67
-122.12	37.47
-121.32	36
-121.77	36.68
-122.82	38.52
-122.22	37.73
-122.38	37.62
-121.92	37.37
-120.95	40.63
-123.37	42.62
-122.47	41.78
-121.73	42.15
-123.37	43.23
-124.25	43.42
-122.8	46.48
-122.4	45.55
-118.28	46.1
-116.13	45.92
-115.8	47.47
-118	45.28
-118.4	45.5
-122.28	47.92
-123.88	46.15
-122.68	48.25
-120.2	47.4
-123.22	44.12
-124.95	43.38
-124.05	44.63
-122.95	45.53
-124.28	41.33
-124.22	39.58
-124.07	40.03
-121.82	37.33
-121.25	37.9
-113.6	37.08
-115.57	36.53
-114.85	39.28
-116.87	40.62
-115.78	40.83
-112.07	43.52
-109.02	44.52
-106.47	42.92
-111.58	42.65
-121.85	39.78
-124.23	41.78
-123	44.92
-118.95	43.6
-121.15	44.27
-123.28	44.5
-120.95	37.63
-120.7	39.28
-118.63	38.55
-119.05	35.43
-118.13	35.05
-117.63	33.97
-117.88	33.67
-116.47	32.62
-116.08	37.58
-117.08	39.5
-115.97	39.5
-121.6	36.67
-119.4	36.32
-118.48	34.22
-117.35	33.3
-118.33	33.92
-116.5	33.83
-117.45	33.95
