10187617.6   0
2716390.53   100000
2203977.6   200000
2054392.57   300000
1892855.87   400000
1782618.03   500000
1711429.38   600000
1690974.16   700000
1652451.48   800000
1577187.6   900000
1580015.55   1000000
1509571.14   1100000
1488664.98   1200000
1450677.68   1300000
1430314.68   1400000
1395200.64   1500000
1363030.01   1600000
1345572.48   1700000
1329892.61   1800000
1341592.82   1900000
1313666.83   2000000
1251868.38   2100000
1269658   2200000
1247194.19   2300000
1203042.13   2400000
1206133.47   2500000
1180154.32   2600000
1189683.15   2700000
1160154.89   2800000
1148265.13   2900000
1142147.51   3000000
1099986.4   3100000
1099636.16   3200000
1087189.24   3300000
1087390.36   3400000
1068781.03   3500000
1060125.06   3600000
1055279.59   3700000
1046880.69   3800000
1018294.74   3900000
1002948.87   4000000
1026432.21   4100000
1001803.65   4200000
976046.323   4300000
985571.557   4400000
989153.45   4500000
979121.067   4600000
953863.951   4700000
956227.638   4800000
952864.883   4900000
956975.082   5000000
924894.761   5100000
922657.098   5200000
927129.533   5300000
913008.393   5400000
902532.486   5500000
912369.715   5600000
895633.503   5700000
873986.522   5800000
866226.13   5900000
861775.01   6000000
859739.176   6100000
837399.131   6200000
845099.516   6300000
835361.571   6400000
837129.856   6500000
821873.278   6600000
803293.897   6700000
798117.695   6800000
797649.98   6900000
801905.022   7000000
798450.565   7100000
788315.814   7200000
790798.896   7300000
786237.626   7400000
776535.086   7500000
769817.862   7600000
767701.295   7700000
777027.958   7800000
760906.778   7900000
777943.016   8000000
763409.715   8100000
762454.323   8200000
753723.086   8300000
749654.936   8400000
737906.587   8500000
740788.464   8600000
735469.471   8700000
734298.438   8800000
733590.875   8900000
726246.676   9000000
727651.825   9100000
718932.129   9200000
704446.562   9300000
698149.442   9400000
700394.201   9500000
708494.132   9600000
694109.997   9700000
689594.186   9800000
696561.798   9900000
