-97.8667   22.25
-115.55   32.63
-77.95   34.23
-112.03   46.58
-104.87   41.15
-82.45   27.95
-90.1833   38.6333
-89.6301   44.9591
-122.68   45.52
-98.55   29.38
-97.47   35.43
-101.83   35.18
-66.17   18.5
-90.4667   49.05
-68.78   44.8
-106.65   35.08
-89.25   48.3833
-83.55   41.65
-90.05   35.15
-99.8833   16.8667
-81.63   38.35
-71.4   41.83
-105.52   50.62
-66.17   45.3
-114.02   51.02
-109.72   48.55
-73.97   40.78
-75.17   39.95
-70.25   43.67
-72.92   41.32
-93.05   34.52
-83.05   42.33
-90.2   32.33
-92.2667   14.9
-71.5   43
-83.02   40
-75.97   36.85
-97.12   49.9
-91.5667   14.8333
-81.03   34
-72.53   44.25
-84.5   39.13
-81.08   32.08
-71.18   46.82
-74.17   40.73
-117.83   44.78
-97.28   37.72
-76.5   44.25
-81.57   43.03
-149.9   61.22
-121.73   42.17
-111.9   40.77
-90.67   42.52
-76.63   39.3
-87.62   41.83
-92.3333   34.7333
-117.43   47.67
-123.35   48.42
-73.58   45.5
-112.02   43.5
-94.58   39.1
-84.38   33.75
-79.95   40.45
-90.07   29.95
-89.771   43.6275
-90.5333   14.8333
-89.63   39.8
-86.83   33.5
-112.07   33.48
-104.25   32.43
-96.77   32.77
-113.47   53.57
-108.55   39.08
-77.48   37.55
-78.83   42.92
-75.72   45.4
-92.08   46.82
-123.08   44.05
-93.62   41.58
-96.73   43.55
-96.67   40.83
-106.48   31.77
-86.3   32.35
-81.62   41.47
-135.25   57.17
-123.1   49.22
-90.2179   38.0095
-96.8   46.87
-105   39.75
-93.28   37.22
-89.1833   13.6833
-89.6167   20.9667
-79.95   37.28
-86.78   36.17
-87.92   43.03
-134.4   58.3
-121.88   37.33
-81.67   30.37
-81.3   28.4167
-89.589   40.6936
-98.2667   19.05
-88.7667   17.25
-71.08   42.35
-118.25   34.05
-73.75   42.67
-118.18   33.77
-95.35   29.75
-80.2   25.77
-119.8   36.73
-165.5   64.42
-79.4   43.67
-111.68   35.22
-119.82   39.5
-85.67   42.97
-115.2   36.17
-95.93   41.25
-121.5   38.58
-157.83   21.3
-93.7   32.47
-78.65   35.77
-99.1333   19.4333
-105.95   35.68
-81.8   24.55
-97.32   32.72
-80.83   35.23
-100.35   44.37
-90.2   38.58
-83.93   35.95
-122.43   37.78
-67   44.9
-112.08   38.77
-122.27   37.8
-88.05   30.7
-77.03   38.88
-72.57   42.1
-96.15   19.1833
-76.13   43.03
-100.78   46.8
-116.22   43.6
-122.33   47.62
-86.17   39.77
-85.1333   41.0833
-93.23   44.98
-117.03   46.4
-97.73   30.27
-117.17   32.7
-117.28   49.5
-85.77   38.25
-95.98   36.15
